"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_qI62oyaslpnCA1z","6/11/16 12:20","6/11/16 12:35",2,"Colorado","Urban",5,"African American",5,"Separated","No","No","Colleague","",2012,"Was considering running for office and wanted to learn more about it","No","","","Yes, I sought an appointive office and received the appointment","President of Neighborhood Association","Yes, very active",4,4,3,1,2,2,2,2,2,3,"Telecommunications","Yes, full-time","","No",4,"Yes",12,2,"I wanted to affect positive change and become involved in the community","",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,"","Yes","2019","Just continued support and training",4,4,5,4,"You have to be determined and focused. Additionally you have to be interested in current issues and willing to get to know people from different walks of life.",5,4,2,5,4,4,4,"Yes, received",1,0,0,NA,3,1,"2019",2019,3,7,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-1,0,"Colorado",4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.5,3,"Black",3,0.5,0,1,0,1,0.1875
"R_qKnt9MfdKhz1yrT","5/8/16 16:31","7/25/16 15:46",5,"Maine","Rural",6,"White/Caucasian",3,"Married","No","Yes","Convention/Event booth","",2013,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","No","State House","No, I haven't sought appointive office","","Yes, very active",1,3,3,1,2,2,1,2,2,3,"Retired/ PT job","Yes, part-time","","No",3,"Yes",45,7,"To promote the principals of the Democratic Party and to serve the people of my District","",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Trying to talk to everyone in my District. /","Yes","2020","Emerge has always and I know will continue to support me with anything I need.",5,4,NA,4,"Confident, well informed, compassionate, open minded. I watch the women I most admire in leadership positions and they listen, they are open to researching issues, they are inclusive, they participate as team members, they discuss real issues.",2,3,3,4,4,5,5,"Haven't sought",1,1,1,0,1,1,"2020",2020,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,"Maine",5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rent",3,"state house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,0,0,0.25,2,"White",3,0.625,0,1,1,1,0.0625
"R_Qn9ILLuxp55enoB","8/2/16 12:42","8/2/16 12:54",2,"Massachusetts","Urban",8,"Asian",9,"Married","No","No","Emerge alum","",2016,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","No, not active",3,4,4,1,2,2,1,1,1,3,"Lobbyist-Lawyer","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",0,2,"","Incumbent very well liked",0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,"","Yes","2020","Refresher training at some point in future.",5,5,5,5,"Confident, thick skinned, amicable, family orientated and career oriented, resilient, defiant",5,2,2,5,5,5,5,"Haven't sought",1,0,0,NA,3,0,"2020",2020,4,4,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,"Massachusetts",4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"AAPI",0,0.875,0,0,0,1,0.3125
"R_r3k5sr8CFt60pJ7","5/27/16 6:27","5/27/16 6:47",2,"Wisconsin","Urban",5,"African American",3,"Single","No","No","Emerge alum","",2014,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, somewhat active",2,1,2,4,2,2,2,1,1,2,"Human services professional","Yes, full-time","","Yes, mid-level leadership or management",4,"No",NA,1,"","My current city, county, assembly and senate reps have been in office for a very long time. Running against them would be a suicide mission",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"","Yes","2018","Being my 24/7 cheerleading squad.",5,4,4,5,"Special. Women have to have something special about them. But only one something special.  A shrew OR stunningly beautiful OR highly intelligent. More than one something special and you're too much.",5,5,5,5,5,3,4,"Haven't sought",1,0,0,NA,3,1,"2018",2018,2,4,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,-1,0,-1,1,1,0,0,-1,0,0,0,"Wisconsin",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.25,2,"Black",2,0.5,0,1,0,0,0.25
"R_R9owtF89BEbiXv3","6/11/16 20:26","6/11/16 20:34",4,"Wisconsin","Urban",4,"White/Caucasian",4,"Divorced","No","No","Emerge alum","",2012,"Was considering running for office and wanted to learn more about it","Yes","No","School board and state assembly","No, I haven't sought appointive office","","Yes, very active",3,2,4,1,4,4,4,2,4,4,"Mental health","Yes, full-time","","No",4,"Yes",28,8,"To make change for the better","",0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,"Losing!","Yes","2016","I am running again for state assembly",3,4,4,3,"",5,3,3,4,5,5,5,"Haven't sought",1,1,1,0,3,1,"2016",2016,0,4,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,-1,-1,0,-1,0,-1,"Wisconsin",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Own",3,"school board and state assembly",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,1,0,3,2,1,1,0.375,2,"White",3,0.375,0,0,0,1,0.4375
"R_RfB5P9Wyp3bHXK9","7/25/16 11:50","7/25/16 12:02",5,"California","Urban",8,"African American",9,"Single","No","No","Emerge alum","",2007,"Had previously run for or held office and wanted to improve my next campaign","No","","","No, I haven't sought appointive office","","Yes, somewhat active",NA,NA,3,1,4,4,1,1,1,3,"Attorney","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,8,"","Found it too cliquish;  requires too much time and money.",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,"","No","","Not sure; once I retire from my law practice, I will reconsider my choices.",5,3,3,4,"Would require more thought than I have time right now; so, I am unsure at this time.",4,3,3,4,4,4,5,"Haven't sought",1,0,0,NA,3,1,"",NA,NA,NA,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,-1,0,0,0,1,1,1,0,0,0,0,1,"California",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,5,"Black",2,0.875,0,0,0,0,0.3125
"R_RJfqcXrmrN61nB7","5/6/16 22:51","8/1/16 22:45",3,"California","Urban",6,"Asian",2,"Divorced","No","No","Colleague","",2015,"Had not really thought about running for office but was pushed to attend the training","No","","","No, I haven't sought appointive office","","Yes, somewhat active",2,3,4,1,4,4,2,4,3,4,"Web design","Yes, part-time","","Yes, mid-level leadership or management",3,"Yes",8,9,"","Children too young, financial not yet independent. But am transitioning into being ED of the non-profit I founded",0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,"","Yes","2018","Help make community connection, connections with donors and elected",4,5,5,4,"Looks electable, eloquent, social butterfly, from a good school like Harvard, is a lawyer",5,5,5,5,5,3,5,"Haven't sought",1,0,0,NA,3,1,"2018",2018,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"California",2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0.125,1,"AAPI",2,0.625,0,0,0,1,0.375
"R_rjusc6tuglOHEat","5/31/16 17:13","5/31/16 17:23",3,"New Mexico","Urban",6,"Hispanic/Latino",3,"Living with a partner","No","Yes","Other (please specify)","Newspaper",2012,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","No, not active",2,4,2,4,2,2,3,1,1,1,"Administration","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,4,"","I am not able to work full time and run for office at the same time.",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"","Yes","2024","Funding  to pay my bills so I may quit my full-time job to devote to campaigning.",3,2,4,4,"Strong, educated, well spoken, ability to handle emotions, charasimatic, ethics, honesty, integrity and compassion",5,3,3,3,4,5,5,"Haven't sought",1,0,0,NA,3,1,"2024",2024,8,12,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,"New Mexico",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.25,2,"Latinx",0,0.625,0,1,1,0,0.1875
"R_rjw34e5Wd1AnQsh","6/12/16 13:31","6/20/16 7:49",3,"Virginia","Suburban",3,"White/Caucasian",9,"Married","No","No","Emerge alum","",2016,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","Yes, very active",3,3,3,1,3,3,1,1,2,3,"court reporter","Yes, full-time","","No",3,"Yes",21,2,"","time constraints; work/political office balance",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,"","Yes","2018","members actively providing campaign help (volunteer, door knocking, fundraising)",5,4,5,4,"Confident and well-spoken",5,4,2,5,5,3,4,"Haven't sought",1,1,0,NA,2,1,"2018",2018,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Virginia",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",3,0.25,0,0,0,1,0.1875
"R_RmGXfF9K221k0j7","5/7/16 3:51","6/13/16 4:40",3,"Massachusetts","Suburban",6,"White/Caucasian",9,"Married","No","No","Email announcement","",2015,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,2,3,2,2,2,1,1,2,2,"Nonprofit Executive Management","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,6,"","I can't afford the pay cut",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"","Yes","I haven't thought about it that much yet","Ongoing alumnae support, long-term planning.",4,4,4,1,"",4,3,2,4,4,3,3,"Haven't sought",1,1,0,NA,2,1,"",NA,NA,NA,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"Massachusetts",4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.625,0,0,0,0,0.1875
"R_rqGZ8BKRwSpjJkd","6/13/16 10:22","6/13/16 11:05",2,"District of Columbia","Urban",8,"White/Caucasian",9,"Living with a partner","No","No","Colleague","",2012,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",3,2,3,1,1,1,1,1,1,1,"management consultant","Yes, full-time","","No",2,"No",NA,2,"","Living in the right community; building my network; seeing role models in office",1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,"","Yes","2016","Connection/support with other alumnae candidates (especially because I have moved and no longer live in an Emerge state)",5,5,5,4,"While I feel this should not be true, I believe it is true. I believe you must be interested in holding power and not turned off by power itself. You must be thick-skinned and willing to put up with a lot of crap to achieve your vision. These a",5,4,4,5,5,4,4,"Haven't sought",1,1,0,NA,3,0,"2016",2016,0,4,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,"Massachusetts",4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.875,0,1,0,0,0.4375
"R_RQSAaf29Pp8KmMF","5/6/16 19:24","5/6/16 19:32",2,"Wisconsin","Rural",8,"White/Caucasian",2,"Married","No","No","Emerge alum","",2015,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, a little active",2,2,2,3,3,3,2,1,1,1,"Attorney","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,9,"","Currently running.",0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,"","Yes","2016","Fundraising network",5,4,4,4,"Assertive and well spoken.",4,4,1,4,4,4,5,"Haven't sought",1,1,0,NA,1,1,"2016",2016,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,-1,-1,1,1,0,0,0,1,0,0,1,1,"Wisconsin",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0.125,1,"White",1,0.875,0,1,0,0,0.6875
"R_RV3VjKNJMcM7y49","5/16/16 7:53","5/16/16 7:59",3,"Virginia","Urban",5,"White/Caucasian",9,"Married","No","No","Emerge organizer","",2014,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Virginia Senate, Norfolk City Council","Yes, I sought an appointive office and received the appointment","Norfolk Planning Commission, Virginia Children's & Trust Fund, Virginia Small Business Advisory Board","Yes, somewhat active",1,4,4,2,1,1,1,4,4,3,"Community Volunteer","No, retired","","",0,"Yes",11,8,"To improve our community.","",0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,"Work-life balance.","Yes","2020","Support and encouragement",5,5,5,5,"Confident, outgoing, intelligent, connected and a good fundraiser.",5,5,5,5,5,3,5,"Yes, received",1,1,1,1,3,NA,"2020",2020,4,6,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,"Virginia",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Own",3,"virginia senate, norfolk city council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,2,2,0,0,1,5,"White",2,0.5,0,0,0,1,0.25
"R_RyLy9rfis5oGwtX","5/6/16 19:18","5/6/16 19:26",2,"Oregon","Suburban",6,"Hispanic/Latino",9,"Married","No","Yes","Social media","",2012,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, very active",3,3,2,4,1,1,1,1,1,2,"Board Administrator","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",2,4,"","I've been building my resume while also growing my family simultaneously.",0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,"","Yes","2022","Encouragement",5,3,4,2,"",5,3,2,5,5,5,5,"Haven't sought",1,0,0,NA,2,1,"2022",2022,6,10,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1,0,0,0,-1,0,0,1,0,0,1,0,"Oregon",4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"Latinx",3,0.625,0,0,1,1,0.5
"R_s5ySRB5D1xN5Pcl","7/26/16 5:55","7/26/16 6:07",2,"Maryland","Suburban",5,"White/Caucasian",5,"Divorced","No","No","Other (please specify)","google search for women's political training",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, somewhat active",3,1,2,1,4,3,1,1,2,3,"non-profit public health","Yes, full-time","","Yes, mid-level leadership or management",3,"No",NA,5,"","Didn't think I had what it takes to run for office. Just finished emerge and there were no positions for me to run for during this election cycle.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","Yes","2018","I struggle in deciding if I could be most effective at making change in office vs. in my non-profit work. It would be beneficial to hear from elected officials how they think they've made the most change and what the tangible results were.",5,2,5,1,"",5,4,4,5,4,4,5,"Haven't sought",1,1,0,NA,2,1,"2018",2018,2,2,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Maryland",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0.5,3,"White",2,0.5,0,0,0,0,0.0625
"R_s83R0cNWZuZrrPj","6/12/16 6:29","6/12/16 6:38",4,"New Jersey","Urban",4,"Hispanic/Latino",5,"Single","No","No","Emerge alum","",2016,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","Committee woman","Yes, I sought an appointive office but didn't receive the appointment","Planning board","Yes, very active",2,3,4,1,2,2,2,3,2,3,"Social work","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",21,3,"To have a voice for those who don't or can't.","",0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,"The negativity from the colleagues and trust","Yes","2017","Training, fundraising",5,4,4,3,"",3,3,3,4,5,4,5,"Yes, didn't receive",1,0,1,1,3,0,"2017",2017,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,-1,1,0,1,0,0,1,0,"New Jersey",3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Rent",3,"committee woman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,0,1,1,1,1,0.5,3,"Latinx",3,0.375,0,1,0,1,0.375
"R_SGG4EOB3k01Tvcl","5/6/16 20:18","5/6/16 20:36",3,"Vermont","Urban",5,"White/Caucasian",9,"Married","No","No","Friend/Family","",2015,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","city council","Yes, I sought an appointive office but didn't receive the appointment","State Representative","Yes, a little active",2,4,3,1,1,1,1,1,1,2,"marketing director","Yes, part-time","","Yes, mid-level leadership or management",1,"Yes",13,5,"I wanted to make a difference and forward issues that I care about.","",0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,"Dishonest and unsupportive leadership within the state and city democratic party and from elected officials who wanted to maintain the status quo.","No","","It would be great if Emerge offered four meetings a year on topics that provided education about policy or topics important for candidates to know about: energy, climate change, education funding...  /",4,4,4,4,"You have to be thick-skinned.",5,4,2,5,4,4,4,"Yes, didn't receive",1,1,1,1,3,0,"",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,"Vermont",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Own",3,"city council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,1,5,"White",1,0.5,0,0,0,1,0.5
"R_shR1bt0cUT65eQF","6/11/16 14:05","6/11/16 14:25",2,"Maryland","Suburban",6,"White/Caucasian",9,"Married","No","No","Friend/Family","",2013,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","Yes","Yes","County Council","No, I haven't sought appointive office","","Yes, somewhat active",2,2,2,3,3,3,4,2,1,2,"Elementary Music Teacher","Yes, full-time","","No",3,"No",NA,6,"I was unhappy with the current county leadership especially the lack of support for public education and human services and wanted to bring my leadership skills and community activism to the table in a new role.","",0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,"Time management: working a full-time job as a music teacher, running a very intense campaign with lots of field, and trying to stay balanced- I'm still not sure how I did it!","Yes","2018","Our Maryland Emerge alumnae network is a huge help. We're very supportive of each other and our Executive Director is always available for advice and guidance.",5,5,5,4,"Confident, intelligent, thick-skinned, hardworking, creative, dedicated, consensus-builder.",5,4,3,4,4,5,5,"Haven't sought",1,1,1,1,2,1,"2018",2018,2,5,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Maryland",5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"county council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,2,0,1,1,5,"White",2,0.625,0,0,0,0,0.4375
"R_sI57QFJZsaji2qt","6/6/16 8:55","6/6/16 9:35",3,"Arizona","Urban",6,"Hispanic/Latino",9,"Separated","No","No","Emerge alum","",2009,"Wasn't sure about running for office but liked the program and/or the idea of leadership training","No","","","No, I haven't sought appointive office","","No, not active",2,2,4,1,2,2,1,1,1,1,"local government executive","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",24,3,"","Through Emerge I discovered the requirement for fundraising and self-promotion which is something I would find difficult to do.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"","Yes","I haven't thought about it that much yet","I would consider running for a local office or school district in the distant future, maybe once I retire from my position in 10-15 years. I would need a refresher/update training to make sure I am as successful as I can be.",3,4,4,4,"Very self-confident and thick skinned.",4,4,2,4,4,3,4,"Haven't sought",1,0,0,NA,3,1,"",NA,NA,NA,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,-1,0,-1,0,0,0,0,0,0,"Arizona",5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,5,"Latinx",0,0.625,0,1,0,1,0.125
"R_SIAFHod2AAHVneF","6/14/16 8:35","6/14/16 8:44",2,"Vermont","Rural",5,"White/Caucasian",5,"Married","No","No","Colleague","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","State Rep, town auditor","No, I haven't sought appointive office","","No, not active",3,2,2,1,4,3,1,1,3,2,"Executive Director of non-profit","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,4,"I am passionate about making a difference in my  community. I believe we deserve better representation than we currently have. I believe we need more women in office.","",0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,"Balancing work, campaigning, and family.","Yes","2016","Online portal with templates, sample resources, policy statements, etc. Fundraising support.",1,1,1,1,"",5,3,1,5,5,3,5,"Haven't sought",1,1,1,1,1,1,"2016",2016,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-1,1,0,0,-1,1,0,-1,"Vermont",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Own",3,"state rep, town auditor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,2,2,0,1,0.5,3,"White",0,0.5,0,0,0,0,0.3125
